council,option,status,final
Cheshire West and Chester,https://www.cheshirewestandchester.gov.uk/,,"HTTPSConnectionPool(host='www.cheshirewestandchester.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.cheshirewestandchester.gov.uk', port=443): Failed to resolve 'www.cheshirewestandchester.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Cheshire West and Chester,https://democracy.cheshirewestandchester.gov.uk/,,"HTTPSConnectionPool(host='democracy.cheshirewestandchester.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.cheshirewestandchester.gov.uk', port=443): Failed to resolve 'democracy.cheshirewestandchester.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Cheshire West and Chester,https://cheshirewestandchester.moderngov.co.uk/,,"HTTPSConnectionPool(host='cheshirewestandchester.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='cheshirewestandchester.moderngov.co.uk', port=443): Failed to resolve 'cheshirewestandchester.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Cheshire West and Chester,https://cheshirewestandchester.gov.uk/meetings/,,"HTTPSConnectionPool(host='cheshirewestandchester.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='cheshirewestandchester.gov.uk', port=443): Failed to resolve 'cheshirewestandchester.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Chorley,https://chorley.gov.uk/,,"HTTPSConnectionPool(host='chorley.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='chorley.gov.uk', port=443): Failed to resolve 'chorley.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Chorley,https://www.chorley.gov.uk/,,"HTTPSConnectionPool(host='www.chorley.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.chorley.gov.uk', port=443): Failed to resolve 'www.chorley.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Chorley,https://democracy.chorley.gov.uk/,,"HTTPSConnectionPool(host='democracy.chorley.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.chorley.gov.uk', port=443): Failed to resolve 'democracy.chorley.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Chorley,https://chorley.moderngov.co.uk/,,"HTTPSConnectionPool(host='chorley.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='chorley.moderngov.co.uk', port=443): Failed to resolve 'chorley.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Chorley,https://chorley.gov.uk/meetings/,,"HTTPSConnectionPool(host='chorley.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='chorley.gov.uk', port=443): Failed to resolve 'chorley.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Cornwall,https://cornwall.gov.uk/,,"HTTPSConnectionPool(host='cornwall.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='cornwall.gov.uk', port=443): Failed to resolve 'cornwall.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Cornwall,https://www.cornwall.gov.uk/,,"HTTPSConnectionPool(host='www.cornwall.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.cornwall.gov.uk', port=443): Failed to resolve 'www.cornwall.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Cornwall,https://democracy.cornwall.gov.uk/,,"HTTPSConnectionPool(host='democracy.cornwall.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.cornwall.gov.uk', port=443): Failed to resolve 'democracy.cornwall.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Cornwall,https://cornwall.moderngov.co.uk/,,"HTTPSConnectionPool(host='cornwall.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='cornwall.moderngov.co.uk', port=443): Failed to resolve 'cornwall.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Cornwall,https://cornwall.gov.uk/meetings/,,"HTTPSConnectionPool(host='cornwall.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='cornwall.gov.uk', port=443): Failed to resolve 'cornwall.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Dartford,https://dartford.gov.uk/,,"HTTPSConnectionPool(host='dartford.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='dartford.gov.uk', port=443): Failed to resolve 'dartford.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Dartford,https://www.dartford.gov.uk/,,"HTTPSConnectionPool(host='www.dartford.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.dartford.gov.uk', port=443): Failed to resolve 'www.dartford.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Dartford,https://democracy.dartford.gov.uk/,,"HTTPSConnectionPool(host='democracy.dartford.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.dartford.gov.uk', port=443): Failed to resolve 'democracy.dartford.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Dartford,https://dartford.moderngov.co.uk/,,"HTTPSConnectionPool(host='dartford.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='dartford.moderngov.co.uk', port=443): Failed to resolve 'dartford.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Dartford,https://dartford.gov.uk/meetings/,,"HTTPSConnectionPool(host='dartford.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='dartford.gov.uk', port=443): Failed to resolve 'dartford.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Derbyshire,https://derbyshire.gov.uk/,,"HTTPSConnectionPool(host='derbyshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='derbyshire.gov.uk', port=443): Failed to resolve 'derbyshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Derbyshire,https://www.derbyshire.gov.uk/,,"HTTPSConnectionPool(host='www.derbyshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.derbyshire.gov.uk', port=443): Failed to resolve 'www.derbyshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Derbyshire,https://democracy.derbyshire.gov.uk/,,"HTTPSConnectionPool(host='democracy.derbyshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.derbyshire.gov.uk', port=443): Failed to resolve 'democracy.derbyshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Derbyshire,https://derbyshire.moderngov.co.uk/,,"HTTPSConnectionPool(host='derbyshire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='derbyshire.moderngov.co.uk', port=443): Failed to resolve 'derbyshire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Derbyshire,https://derbyshire.gov.uk/meetings/,,"HTTPSConnectionPool(host='derbyshire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='derbyshire.gov.uk', port=443): Failed to resolve 'derbyshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Devon,https://devon.gov.uk/,,"HTTPSConnectionPool(host='devon.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='devon.gov.uk', port=443): Failed to resolve 'devon.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Devon,https://www.devon.gov.uk/,,"HTTPSConnectionPool(host='www.devon.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.devon.gov.uk', port=443): Failed to resolve 'www.devon.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Devon,https://democracy.devon.gov.uk/,,"HTTPSConnectionPool(host='democracy.devon.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.devon.gov.uk', port=443): Failed to resolve 'democracy.devon.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Devon,https://devon.moderngov.co.uk/,,"HTTPSConnectionPool(host='devon.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='devon.moderngov.co.uk', port=443): Failed to resolve 'devon.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Devon,https://devon.gov.uk/meetings/,,"HTTPSConnectionPool(host='devon.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='devon.gov.uk', port=443): Failed to resolve 'devon.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Doncaster,https://doncaster.gov.uk/,,"HTTPSConnectionPool(host='doncaster.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='doncaster.gov.uk', port=443): Failed to resolve 'doncaster.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Doncaster,https://www.doncaster.gov.uk/,,"HTTPSConnectionPool(host='www.doncaster.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.doncaster.gov.uk', port=443): Failed to resolve 'www.doncaster.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Doncaster,https://democracy.doncaster.gov.uk/,,"HTTPSConnectionPool(host='democracy.doncaster.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.doncaster.gov.uk', port=443): Failed to resolve 'democracy.doncaster.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Doncaster,https://doncaster.moderngov.co.uk/,,"HTTPSConnectionPool(host='doncaster.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='doncaster.moderngov.co.uk', port=443): Failed to resolve 'doncaster.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Doncaster,https://doncaster.gov.uk/meetings/,,"HTTPSConnectionPool(host='doncaster.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='doncaster.gov.uk', port=443): Failed to resolve 'doncaster.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Durham,https://durham.gov.uk/,,"HTTPSConnectionPool(host='durham.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='durham.gov.uk', port=443): Failed to resolve 'durham.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Durham,https://www.durham.gov.uk/,,"HTTPSConnectionPool(host='www.durham.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.durham.gov.uk', port=443): Failed to resolve 'www.durham.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Durham,https://democracy.durham.gov.uk/,,"HTTPSConnectionPool(host='democracy.durham.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.durham.gov.uk', port=443): Failed to resolve 'democracy.durham.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Durham,https://durham.moderngov.co.uk/,,"HTTPSConnectionPool(host='durham.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='durham.moderngov.co.uk', port=443): Failed to resolve 'durham.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Durham,https://durham.gov.uk/meetings/,,"HTTPSConnectionPool(host='durham.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='durham.gov.uk', port=443): Failed to resolve 'durham.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
East Hertfordshire,https://easthertfordshire.gov.uk/,,"HTTPSConnectionPool(host='easthertfordshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='easthertfordshire.gov.uk', port=443): Failed to resolve 'easthertfordshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
East Hertfordshire,https://www.easthertfordshire.gov.uk/,,"HTTPSConnectionPool(host='www.easthertfordshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.easthertfordshire.gov.uk', port=443): Failed to resolve 'www.easthertfordshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
East Hertfordshire,https://democracy.easthertfordshire.gov.uk/,,"HTTPSConnectionPool(host='democracy.easthertfordshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.easthertfordshire.gov.uk', port=443): Failed to resolve 'democracy.easthertfordshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
East Hertfordshire,https://easthertfordshire.moderngov.co.uk/,,"HTTPSConnectionPool(host='easthertfordshire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='easthertfordshire.moderngov.co.uk', port=443): Failed to resolve 'easthertfordshire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
East Hertfordshire,https://easthertfordshire.gov.uk/meetings/,,"HTTPSConnectionPool(host='easthertfordshire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='easthertfordshire.gov.uk', port=443): Failed to resolve 'easthertfordshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
East Lindsey,https://eastlindsey.gov.uk/,,"HTTPSConnectionPool(host='eastlindsey.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='eastlindsey.gov.uk', port=443): Failed to resolve 'eastlindsey.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
East Lindsey,https://www.eastlindsey.gov.uk/,,"HTTPSConnectionPool(host='www.eastlindsey.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.eastlindsey.gov.uk', port=443): Failed to resolve 'www.eastlindsey.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
East Lindsey,https://democracy.eastlindsey.gov.uk/,,"HTTPSConnectionPool(host='democracy.eastlindsey.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.eastlindsey.gov.uk', port=443): Failed to resolve 'democracy.eastlindsey.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
East Lindsey,https://eastlindsey.moderngov.co.uk/,,"HTTPSConnectionPool(host='eastlindsey.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='eastlindsey.moderngov.co.uk', port=443): Failed to resolve 'eastlindsey.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
East Lindsey,https://eastlindsey.gov.uk/meetings/,,"HTTPSConnectionPool(host='eastlindsey.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='eastlindsey.gov.uk', port=443): Failed to resolve 'eastlindsey.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
East Riding of Yorkshire,https://eastridingofyorkshire.gov.uk/,,"HTTPSConnectionPool(host='eastridingofyorkshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='eastridingofyorkshire.gov.uk', port=443): Failed to resolve 'eastridingofyorkshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
East Riding of Yorkshire,https://www.eastridingofyorkshire.gov.uk/,,"HTTPSConnectionPool(host='www.eastridingofyorkshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.eastridingofyorkshire.gov.uk', port=443): Failed to resolve 'www.eastridingofyorkshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
East Riding of Yorkshire,https://democracy.eastridingofyorkshire.gov.uk/,,"HTTPSConnectionPool(host='democracy.eastridingofyorkshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.eastridingofyorkshire.gov.uk', port=443): Failed to resolve 'democracy.eastridingofyorkshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
East Riding of Yorkshire,https://eastridingofyorkshire.moderngov.co.uk/,,"HTTPSConnectionPool(host='eastridingofyorkshire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='eastridingofyorkshire.moderngov.co.uk', port=443): Failed to resolve 'eastridingofyorkshire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
East Riding of Yorkshire,https://eastridingofyorkshire.gov.uk/meetings/,,"HTTPSConnectionPool(host='eastridingofyorkshire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='eastridingofyorkshire.gov.uk', port=443): Failed to resolve 'eastridingofyorkshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Elmbridge,https://elmbridge.gov.uk/,,"HTTPSConnectionPool(host='elmbridge.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='elmbridge.gov.uk', port=443): Failed to resolve 'elmbridge.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Elmbridge,https://www.elmbridge.gov.uk/,,"HTTPSConnectionPool(host='www.elmbridge.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.elmbridge.gov.uk', port=443): Failed to resolve 'www.elmbridge.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Elmbridge,https://democracy.elmbridge.gov.uk/,,"HTTPSConnectionPool(host='democracy.elmbridge.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.elmbridge.gov.uk', port=443): Failed to resolve 'democracy.elmbridge.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Elmbridge,https://elmbridge.moderngov.co.uk/,,"HTTPSConnectionPool(host='elmbridge.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='elmbridge.moderngov.co.uk', port=443): Failed to resolve 'elmbridge.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Elmbridge,https://elmbridge.gov.uk/meetings/,,"HTTPSConnectionPool(host='elmbridge.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='elmbridge.gov.uk', port=443): Failed to resolve 'elmbridge.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Epping Forest,https://eppingforest.gov.uk/,,"HTTPSConnectionPool(host='eppingforest.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='eppingforest.gov.uk', port=443): Failed to resolve 'eppingforest.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Epping Forest,https://www.eppingforest.gov.uk/,,"HTTPSConnectionPool(host='www.eppingforest.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.eppingforest.gov.uk', port=443): Failed to resolve 'www.eppingforest.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Epping Forest,https://democracy.eppingforest.gov.uk/,,"HTTPSConnectionPool(host='democracy.eppingforest.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.eppingforest.gov.uk', port=443): Failed to resolve 'democracy.eppingforest.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Epping Forest,https://eppingforest.moderngov.co.uk/,,"HTTPSConnectionPool(host='eppingforest.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='eppingforest.moderngov.co.uk', port=443): Failed to resolve 'eppingforest.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Epping Forest,https://eppingforest.gov.uk/meetings/,,"HTTPSConnectionPool(host='eppingforest.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='eppingforest.gov.uk', port=443): Failed to resolve 'eppingforest.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Erewash,https://erewash.gov.uk/,,"HTTPSConnectionPool(host='erewash.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='erewash.gov.uk', port=443): Failed to resolve 'erewash.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Erewash,https://www.erewash.gov.uk/,,"HTTPSConnectionPool(host='www.erewash.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.erewash.gov.uk', port=443): Failed to resolve 'www.erewash.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Erewash,https://democracy.erewash.gov.uk/,,"HTTPSConnectionPool(host='democracy.erewash.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.erewash.gov.uk', port=443): Failed to resolve 'democracy.erewash.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Erewash,https://erewash.moderngov.co.uk/,,"HTTPSConnectionPool(host='erewash.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='erewash.moderngov.co.uk', port=443): Failed to resolve 'erewash.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Erewash,https://erewash.gov.uk/meetings/,,"HTTPSConnectionPool(host='erewash.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='erewash.gov.uk', port=443): Failed to resolve 'erewash.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Essex,https://essex.gov.uk/,,"HTTPSConnectionPool(host='essex.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='essex.gov.uk', port=443): Failed to resolve 'essex.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Essex,https://www.essex.gov.uk/,,"HTTPSConnectionPool(host='www.essex.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.essex.gov.uk', port=443): Failed to resolve 'www.essex.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Essex,https://democracy.essex.gov.uk/,,"HTTPSConnectionPool(host='democracy.essex.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.essex.gov.uk', port=443): Failed to resolve 'democracy.essex.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Essex,https://essex.moderngov.co.uk/,,"HTTPSConnectionPool(host='essex.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='essex.moderngov.co.uk', port=443): Failed to resolve 'essex.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Essex,https://essex.gov.uk/meetings/,,"HTTPSConnectionPool(host='essex.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='essex.gov.uk', port=443): Failed to resolve 'essex.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Exeter,https://exeter.gov.uk/,,"HTTPSConnectionPool(host='exeter.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='exeter.gov.uk', port=443): Failed to resolve 'exeter.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Exeter,https://www.exeter.gov.uk/,,"HTTPSConnectionPool(host='www.exeter.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.exeter.gov.uk', port=443): Failed to resolve 'www.exeter.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Exeter,https://democracy.exeter.gov.uk/,,"HTTPSConnectionPool(host='democracy.exeter.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.exeter.gov.uk', port=443): Failed to resolve 'democracy.exeter.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Exeter,https://exeter.moderngov.co.uk/,,"HTTPSConnectionPool(host='exeter.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='exeter.moderngov.co.uk', port=443): Failed to resolve 'exeter.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Exeter,https://exeter.gov.uk/meetings/,,"HTTPSConnectionPool(host='exeter.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='exeter.gov.uk', port=443): Failed to resolve 'exeter.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Falkirk,https://falkirk.gov.uk/,,"HTTPSConnectionPool(host='falkirk.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='falkirk.gov.uk', port=443): Failed to resolve 'falkirk.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Falkirk,https://www.falkirk.gov.uk/,,"HTTPSConnectionPool(host='www.falkirk.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.falkirk.gov.uk', port=443): Failed to resolve 'www.falkirk.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Falkirk,https://democracy.falkirk.gov.uk/,,"HTTPSConnectionPool(host='democracy.falkirk.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.falkirk.gov.uk', port=443): Failed to resolve 'democracy.falkirk.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Falkirk,https://falkirk.moderngov.co.uk/,,"HTTPSConnectionPool(host='falkirk.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='falkirk.moderngov.co.uk', port=443): Failed to resolve 'falkirk.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Falkirk,https://falkirk.gov.uk/meetings/,,"HTTPSConnectionPool(host='falkirk.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='falkirk.gov.uk', port=443): Failed to resolve 'falkirk.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Folkestone and Hythe,https://folkestoneandhythe.gov.uk/,,"HTTPSConnectionPool(host='folkestoneandhythe.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='folkestoneandhythe.gov.uk', port=443): Failed to resolve 'folkestoneandhythe.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Folkestone and Hythe,https://www.folkestoneandhythe.gov.uk/,,"HTTPSConnectionPool(host='www.folkestoneandhythe.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.folkestoneandhythe.gov.uk', port=443): Failed to resolve 'www.folkestoneandhythe.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
