council,option,status,final
Newcastle-under-Lyme,https://democracy.newcastleunderlyme.gov.uk/,,"HTTPSConnectionPool(host='democracy.newcastleunderlyme.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.newcastleunderlyme.gov.uk', port=443): Failed to resolve 'democracy.newcastleunderlyme.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Newcastle-under-Lyme,https://newcastleunderlyme.moderngov.co.uk/,,"HTTPSConnectionPool(host='newcastleunderlyme.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='newcastleunderlyme.moderngov.co.uk', port=443): Failed to resolve 'newcastleunderlyme.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Newcastle-under-Lyme,https://newcastleunderlyme.gov.uk/meetings/,,"HTTPSConnectionPool(host='newcastleunderlyme.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='newcastleunderlyme.gov.uk', port=443): Failed to resolve 'newcastleunderlyme.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Norfolk,https://norfolk.gov.uk/,,"HTTPSConnectionPool(host='norfolk.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='norfolk.gov.uk', port=443): Failed to resolve 'norfolk.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Norfolk,https://www.norfolk.gov.uk/,,"HTTPSConnectionPool(host='www.norfolk.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.norfolk.gov.uk', port=443): Failed to resolve 'www.norfolk.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Norfolk,https://democracy.norfolk.gov.uk/,,"HTTPSConnectionPool(host='democracy.norfolk.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.norfolk.gov.uk', port=443): Failed to resolve 'democracy.norfolk.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Norfolk,https://norfolk.moderngov.co.uk/,,"HTTPSConnectionPool(host='norfolk.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='norfolk.moderngov.co.uk', port=443): Failed to resolve 'norfolk.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Norfolk,https://norfolk.gov.uk/meetings/,,"HTTPSConnectionPool(host='norfolk.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='norfolk.gov.uk', port=443): Failed to resolve 'norfolk.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Ayrshire,https://northayrshire.gov.uk/,,"HTTPSConnectionPool(host='northayrshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='northayrshire.gov.uk', port=443): Failed to resolve 'northayrshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Ayrshire,https://www.northayrshire.gov.uk/,,"HTTPSConnectionPool(host='www.northayrshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.northayrshire.gov.uk', port=443): Failed to resolve 'www.northayrshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Ayrshire,https://democracy.northayrshire.gov.uk/,,"HTTPSConnectionPool(host='democracy.northayrshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.northayrshire.gov.uk', port=443): Failed to resolve 'democracy.northayrshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Ayrshire,https://northayrshire.moderngov.co.uk/,,"HTTPSConnectionPool(host='northayrshire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='northayrshire.moderngov.co.uk', port=443): Failed to resolve 'northayrshire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Ayrshire,https://northayrshire.gov.uk/meetings/,,"HTTPSConnectionPool(host='northayrshire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='northayrshire.gov.uk', port=443): Failed to resolve 'northayrshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North East Derbyshire,https://northeastderbyshire.gov.uk/,,"HTTPSConnectionPool(host='northeastderbyshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='northeastderbyshire.gov.uk', port=443): Failed to resolve 'northeastderbyshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North East Derbyshire,https://www.northeastderbyshire.gov.uk/,,"HTTPSConnectionPool(host='www.northeastderbyshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.northeastderbyshire.gov.uk', port=443): Failed to resolve 'www.northeastderbyshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North East Derbyshire,https://democracy.northeastderbyshire.gov.uk/,,"HTTPSConnectionPool(host='democracy.northeastderbyshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.northeastderbyshire.gov.uk', port=443): Failed to resolve 'democracy.northeastderbyshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North East Derbyshire,https://northeastderbyshire.moderngov.co.uk/,,"HTTPSConnectionPool(host='northeastderbyshire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='northeastderbyshire.moderngov.co.uk', port=443): Failed to resolve 'northeastderbyshire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North East Derbyshire,https://northeastderbyshire.gov.uk/meetings/,,"HTTPSConnectionPool(host='northeastderbyshire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='northeastderbyshire.gov.uk', port=443): Failed to resolve 'northeastderbyshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North East Lincolnshire,https://northeastlincolnshire.gov.uk/,,"HTTPSConnectionPool(host='northeastlincolnshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='northeastlincolnshire.gov.uk', port=443): Failed to resolve 'northeastlincolnshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North East Lincolnshire,https://www.northeastlincolnshire.gov.uk/,,"HTTPSConnectionPool(host='www.northeastlincolnshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.northeastlincolnshire.gov.uk', port=443): Failed to resolve 'www.northeastlincolnshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North East Lincolnshire,https://democracy.northeastlincolnshire.gov.uk/,,"HTTPSConnectionPool(host='democracy.northeastlincolnshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.northeastlincolnshire.gov.uk', port=443): Failed to resolve 'democracy.northeastlincolnshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North East Lincolnshire,https://northeastlincolnshire.moderngov.co.uk/,,"HTTPSConnectionPool(host='northeastlincolnshire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='northeastlincolnshire.moderngov.co.uk', port=443): Failed to resolve 'northeastlincolnshire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North East Lincolnshire,https://northeastlincolnshire.gov.uk/meetings/,,"HTTPSConnectionPool(host='northeastlincolnshire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='northeastlincolnshire.gov.uk', port=443): Failed to resolve 'northeastlincolnshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Northamptonshire,https://northnorthamptonshire.gov.uk/,,"HTTPSConnectionPool(host='northnorthamptonshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='northnorthamptonshire.gov.uk', port=443): Failed to resolve 'northnorthamptonshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Northamptonshire,https://www.northnorthamptonshire.gov.uk/,,"HTTPSConnectionPool(host='www.northnorthamptonshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.northnorthamptonshire.gov.uk', port=443): Failed to resolve 'www.northnorthamptonshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Northamptonshire,https://democracy.northnorthamptonshire.gov.uk/,,"HTTPSConnectionPool(host='democracy.northnorthamptonshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.northnorthamptonshire.gov.uk', port=443): Failed to resolve 'democracy.northnorthamptonshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Northamptonshire,https://northnorthamptonshire.moderngov.co.uk/,,"HTTPSConnectionPool(host='northnorthamptonshire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='northnorthamptonshire.moderngov.co.uk', port=443): Failed to resolve 'northnorthamptonshire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Northamptonshire,https://northnorthamptonshire.gov.uk/meetings/,,"HTTPSConnectionPool(host='northnorthamptonshire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='northnorthamptonshire.gov.uk', port=443): Failed to resolve 'northnorthamptonshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Somerset,https://northsomerset.gov.uk/,,"HTTPSConnectionPool(host='northsomerset.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='northsomerset.gov.uk', port=443): Failed to resolve 'northsomerset.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Somerset,https://www.northsomerset.gov.uk/,,"HTTPSConnectionPool(host='www.northsomerset.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.northsomerset.gov.uk', port=443): Failed to resolve 'www.northsomerset.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Somerset,https://democracy.northsomerset.gov.uk/,,"HTTPSConnectionPool(host='democracy.northsomerset.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.northsomerset.gov.uk', port=443): Failed to resolve 'democracy.northsomerset.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Somerset,https://northsomerset.moderngov.co.uk/,,"HTTPSConnectionPool(host='northsomerset.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='northsomerset.moderngov.co.uk', port=443): Failed to resolve 'northsomerset.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Somerset,https://northsomerset.gov.uk/meetings/,,"HTTPSConnectionPool(host='northsomerset.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='northsomerset.gov.uk', port=443): Failed to resolve 'northsomerset.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Warwickshire,https://northwarwickshire.gov.uk/,,"HTTPSConnectionPool(host='northwarwickshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='northwarwickshire.gov.uk', port=443): Failed to resolve 'northwarwickshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Warwickshire,https://www.northwarwickshire.gov.uk/,,"HTTPSConnectionPool(host='www.northwarwickshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.northwarwickshire.gov.uk', port=443): Failed to resolve 'www.northwarwickshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Warwickshire,https://democracy.northwarwickshire.gov.uk/,,"HTTPSConnectionPool(host='democracy.northwarwickshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.northwarwickshire.gov.uk', port=443): Failed to resolve 'democracy.northwarwickshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Warwickshire,https://northwarwickshire.moderngov.co.uk/,,"HTTPSConnectionPool(host='northwarwickshire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='northwarwickshire.moderngov.co.uk', port=443): Failed to resolve 'northwarwickshire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Warwickshire,https://northwarwickshire.gov.uk/meetings/,,"HTTPSConnectionPool(host='northwarwickshire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='northwarwickshire.gov.uk', port=443): Failed to resolve 'northwarwickshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North West Leicestershire,https://northwestleicestershire.gov.uk/,,"HTTPSConnectionPool(host='northwestleicestershire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='northwestleicestershire.gov.uk', port=443): Failed to resolve 'northwestleicestershire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North West Leicestershire,https://www.northwestleicestershire.gov.uk/,,"HTTPSConnectionPool(host='www.northwestleicestershire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.northwestleicestershire.gov.uk', port=443): Failed to resolve 'www.northwestleicestershire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North West Leicestershire,https://democracy.northwestleicestershire.gov.uk/,,"HTTPSConnectionPool(host='democracy.northwestleicestershire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.northwestleicestershire.gov.uk', port=443): Failed to resolve 'democracy.northwestleicestershire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North West Leicestershire,https://northwestleicestershire.moderngov.co.uk/,,"HTTPSConnectionPool(host='northwestleicestershire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='northwestleicestershire.moderngov.co.uk', port=443): Failed to resolve 'northwestleicestershire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North West Leicestershire,https://northwestleicestershire.gov.uk/meetings/,,"HTTPSConnectionPool(host='northwestleicestershire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='northwestleicestershire.gov.uk', port=443): Failed to resolve 'northwestleicestershire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Yorkshire,https://northyorkshire.gov.uk/,,"HTTPSConnectionPool(host='northyorkshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='northyorkshire.gov.uk', port=443): Failed to resolve 'northyorkshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Yorkshire,https://www.northyorkshire.gov.uk/,,"HTTPSConnectionPool(host='www.northyorkshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.northyorkshire.gov.uk', port=443): Failed to resolve 'www.northyorkshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Yorkshire,https://democracy.northyorkshire.gov.uk/,,"HTTPSConnectionPool(host='democracy.northyorkshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.northyorkshire.gov.uk', port=443): Failed to resolve 'democracy.northyorkshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Yorkshire,https://northyorkshire.moderngov.co.uk/,,"HTTPSConnectionPool(host='northyorkshire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='northyorkshire.moderngov.co.uk', port=443): Failed to resolve 'northyorkshire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Yorkshire,https://northyorkshire.gov.uk/meetings/,,"HTTPSConnectionPool(host='northyorkshire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='northyorkshire.gov.uk', port=443): Failed to resolve 'northyorkshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Northumberland,https://northumberland.gov.uk/,,"HTTPSConnectionPool(host='northumberland.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='northumberland.gov.uk', port=443): Failed to resolve 'northumberland.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Northumberland,https://www.northumberland.gov.uk/,,"HTTPSConnectionPool(host='www.northumberland.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.northumberland.gov.uk', port=443): Failed to resolve 'www.northumberland.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Northumberland,https://democracy.northumberland.gov.uk/,,"HTTPSConnectionPool(host='democracy.northumberland.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.northumberland.gov.uk', port=443): Failed to resolve 'democracy.northumberland.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Northumberland,https://northumberland.moderngov.co.uk/,,"HTTPSConnectionPool(host='northumberland.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='northumberland.moderngov.co.uk', port=443): Failed to resolve 'northumberland.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Northumberland,https://northumberland.gov.uk/meetings/,,"HTTPSConnectionPool(host='northumberland.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='northumberland.gov.uk', port=443): Failed to resolve 'northumberland.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Nottinghamshire,https://nottinghamshire.gov.uk/,,"HTTPSConnectionPool(host='nottinghamshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='nottinghamshire.gov.uk', port=443): Failed to resolve 'nottinghamshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Nottinghamshire,https://www.nottinghamshire.gov.uk/,,"HTTPSConnectionPool(host='www.nottinghamshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.nottinghamshire.gov.uk', port=443): Failed to resolve 'www.nottinghamshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Nottinghamshire,https://democracy.nottinghamshire.gov.uk/,,"HTTPSConnectionPool(host='democracy.nottinghamshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.nottinghamshire.gov.uk', port=443): Failed to resolve 'democracy.nottinghamshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Nottinghamshire,https://nottinghamshire.moderngov.co.uk/,,"HTTPSConnectionPool(host='nottinghamshire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='nottinghamshire.moderngov.co.uk', port=443): Failed to resolve 'nottinghamshire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Nottinghamshire,https://nottinghamshire.gov.uk/meetings/,,"HTTPSConnectionPool(host='nottinghamshire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='nottinghamshire.gov.uk', port=443): Failed to resolve 'nottinghamshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Oxfordshire,https://oxfordshire.gov.uk/,,"HTTPSConnectionPool(host='oxfordshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='oxfordshire.gov.uk', port=443): Failed to resolve 'oxfordshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Oxfordshire,https://www.oxfordshire.gov.uk/,,"HTTPSConnectionPool(host='www.oxfordshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.oxfordshire.gov.uk', port=443): Failed to resolve 'www.oxfordshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Oxfordshire,https://democracy.oxfordshire.gov.uk/,,"HTTPSConnectionPool(host='democracy.oxfordshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.oxfordshire.gov.uk', port=443): Failed to resolve 'democracy.oxfordshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Oxfordshire,https://oxfordshire.moderngov.co.uk/,,"HTTPSConnectionPool(host='oxfordshire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='oxfordshire.moderngov.co.uk', port=443): Failed to resolve 'oxfordshire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Oxfordshire,https://oxfordshire.gov.uk/meetings/,,"HTTPSConnectionPool(host='oxfordshire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='oxfordshire.gov.uk', port=443): Failed to resolve 'oxfordshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Pendle,https://pendle.gov.uk/,,"HTTPSConnectionPool(host='pendle.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='pendle.gov.uk', port=443): Failed to resolve 'pendle.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Pendle,https://www.pendle.gov.uk/,,"HTTPSConnectionPool(host='www.pendle.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.pendle.gov.uk', port=443): Failed to resolve 'www.pendle.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Pendle,https://democracy.pendle.gov.uk/,,"HTTPSConnectionPool(host='democracy.pendle.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.pendle.gov.uk', port=443): Failed to resolve 'democracy.pendle.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Pendle,https://pendle.moderngov.co.uk/,,"HTTPSConnectionPool(host='pendle.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='pendle.moderngov.co.uk', port=443): Failed to resolve 'pendle.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Pendle,https://pendle.gov.uk/meetings/,,"HTTPSConnectionPool(host='pendle.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='pendle.gov.uk', port=443): Failed to resolve 'pendle.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Powys,https://powys.gov.uk/,,"HTTPSConnectionPool(host='powys.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='powys.gov.uk', port=443): Failed to resolve 'powys.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Powys,https://www.powys.gov.uk/,,"HTTPSConnectionPool(host='www.powys.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.powys.gov.uk', port=443): Failed to resolve 'www.powys.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Powys,https://democracy.powys.gov.uk/,,"HTTPSConnectionPool(host='democracy.powys.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.powys.gov.uk', port=443): Failed to resolve 'democracy.powys.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Powys,https://powys.moderngov.co.uk/,,"HTTPSConnectionPool(host='powys.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='powys.moderngov.co.uk', port=443): Failed to resolve 'powys.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Powys,https://powys.gov.uk/meetings/,,"HTTPSConnectionPool(host='powys.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='powys.gov.uk', port=443): Failed to resolve 'powys.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Renfrewshire,https://renfrewshire.gov.uk/,,"HTTPSConnectionPool(host='renfrewshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='renfrewshire.gov.uk', port=443): Failed to resolve 'renfrewshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Renfrewshire,https://www.renfrewshire.gov.uk/,,"HTTPSConnectionPool(host='www.renfrewshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.renfrewshire.gov.uk', port=443): Failed to resolve 'www.renfrewshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Renfrewshire,https://democracy.renfrewshire.gov.uk/,,"HTTPSConnectionPool(host='democracy.renfrewshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.renfrewshire.gov.uk', port=443): Failed to resolve 'democracy.renfrewshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Renfrewshire,https://renfrewshire.moderngov.co.uk/,,"HTTPSConnectionPool(host='renfrewshire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='renfrewshire.moderngov.co.uk', port=443): Failed to resolve 'renfrewshire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Renfrewshire,https://renfrewshire.gov.uk/meetings/,,"HTTPSConnectionPool(host='renfrewshire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='renfrewshire.gov.uk', port=443): Failed to resolve 'renfrewshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Ribble Valley,https://ribblevalley.gov.uk/,,"HTTPSConnectionPool(host='ribblevalley.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='ribblevalley.gov.uk', port=443): Failed to resolve 'ribblevalley.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Ribble Valley,https://www.ribblevalley.gov.uk/,,"HTTPSConnectionPool(host='www.ribblevalley.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.ribblevalley.gov.uk', port=443): Failed to resolve 'www.ribblevalley.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Ribble Valley,https://democracy.ribblevalley.gov.uk/,,"HTTPSConnectionPool(host='democracy.ribblevalley.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.ribblevalley.gov.uk', port=443): Failed to resolve 'democracy.ribblevalley.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Ribble Valley,https://ribblevalley.moderngov.co.uk/,,"HTTPSConnectionPool(host='ribblevalley.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='ribblevalley.moderngov.co.uk', port=443): Failed to resolve 'ribblevalley.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
